0		990.000000
1		1000.000000
2		1020.000000
3		1020.000000
4		1070.000000
5		1120.000000
6		1195.000000
7		1225.000000
8		1285.000000
9		1355.000000
10		1375.000000
11		1415.000000
12		1445.000000
13		1415.000000
14		1395.000000
15		1365.000000
16		1445.000000
17		1455.000000
18		1465.000000
19		1465.000000
